total.credit.card.limit,avg.percentage_credit_card_limit_used_last_year,saving.amount,checking.amount,yearly.salary,age,dependent.number,loan.repaid
7000,0.61,6500,2946,39300,35,1,Yes
6000,0.61,3636,7066,29100,22,2,Yes
5100,0.61,3697,4606,27600,26,1,Yes
2600,0.61,1797,2561,33600,34,4,No
6800,0.61,6061,4976,25800,62,4,Yes
7000,0.61,1664,5430,26400,68,1,Yes
8000,0.61,1582,5114,34800,28,1,Yes
7600,0.61,1180,5398,35200,56,1,Yes
3300,0.61,1200,2592,36200,34,4,No
2800,0.61,222,1275,38700,54,1,Yes
8700,0.61,3939,8817,36500,18,4,Yes
6400,0.61,1170,2695,29900,53,8,No
3700,0.61,2732,2762,28500,32,1,Yes
8000,0.61,1737,1034,33800,35,5,No
2400,0.61,2729,1318,32200,31,1,Yes
1100,0.61,956,1584,39200,49,0,No
6700,0.61,5190,4769,20500,19,1,Yes
3200,0.61,1495,1501,40800,31,2,No
4800,0.61,797,1969,27800,34,4,No
3400,0.61,2931,6771,20100,47,3,Yes
1400,0.61,1135,3610,16000,45,3,No
3500,0.61,4321,9689,30200,50,1,Yes
7300,0.61,815,2597,36300,36,6,No
2900,0.61,2344,237,3500,36,6,Yes
6000,0.61,716,4510,31100,35,1,Yes
3200,0.61,506,7442,35200,39,6,Yes
4400,0.61,2897,4667,44700,28,3,Yes
6000,0.61,3509,3816,32900,39,5,Yes
3500,0.61,1599,5699,37900,18,4,Yes
4700,0.61,1024,4739,42900,35,3,Yes
5400,0.61,1843,1849,27400,56,1,No
2800,0.61,482,3137,27200,45,5,No
3100,0.61,1740,1919,22900,53,5,No
5300,0.61,5913,2412,35200,29,8,Yes
3700,0.61,1636,1586,24800,44,8,No
4200,0.61,3447,127,0,32,8,Yes
2100,0.61,1397,3328,15400,65,8,No
5800,0.61,627,188,29800,36,3,No
4300,0.61,841,3028,45500,28,2,No
6300,0.61,1007,2849,0,28,2,No
3200,0.61,2558,6503,33700,20,3,Yes
10000,0.61,3468,7308,56300,48,1,Yes
4000,0.61,647,2631,22100,25,2,No
1900,0.61,113,1225,21700,67,3,No
7200,0.61,3975,3792,46600,52,1,Yes
6200,0.61,763,3265,28000,71,1,Yes
8100,0.61,1607,2263,9100,24,8,Yes
2900,0.61,7643,8576,21900,40,3,Yes
6700,0.61,3987,2871,34700,45,1,Yes
4900,0.61,958,1299,0,43,1,No
4800,0.61,2106,5515,58100,30,3,Yes
5100,0.61,1947,4363,13900,18,2,Yes
6900,0.61,58,1621,79300,46,8,Yes
4400,0.61,1214,1660,13800,36,3,No
6600,0.61,6121,6688,42400,44,2,Yes
3200,0.61,2211,2949,28700,57,1,Yes
4500,0.61,531,4813,50100,31,1,Yes
2700,0.61,3730,485,9700,42,3,Yes
7100,0.61,3020,5788,37100,23,2,Yes
4300,0.61,919,823,0,38,5,No
6200,0.61,4429,3006,32100,36,4,Yes
9700,0.61,1467,2328,31300,48,1,Yes
4900,0.61,2839,2137,0,27,6,Yes
3900,0.61,5003,3993,14900,39,1,Yes
4600,0.61,3479,4353,0,44,3,Yes
8800,0.61,2220,4446,53200,56,2,Yes
2500,0.61,3376,7832,64500,37,2,Yes
3700,0.61,632,1266,33200,61,4,Yes
3700,0.61,1539,1709,0,59,1,No
8100,0.61,2243,2171,25500,52,1,Yes
2800,0.61,1454,3668,34400,57,1,No
4100,0.61,4818,5247,26300,35,2,Yes
3200,0.61,3742,3158,49000,32,8,Yes
3000,0.61,916,3586,23700,61,8,No
6300,0.61,1099,4352,24200,32,3,Yes
5500,0.61,3277,2927,57100,42,8,Yes
5500,0.61,2732,4268,31300,43,2,Yes
4100,0.61,1393,1520,21200,25,1,Yes
6000,0.61,3560,6347,21600,38,4,Yes
3700,0.61,5558,4105,38600,48,1,Yes
2600,0.61,4285,2113,26200,41,8,Yes
3300,0.61,891,3896,0,38,1,No
6200,0.61,746,1521,29800,33,2,Yes
2100,0.61,655,2498,0,48,8,No
3400,0.61,2462,3256,42000,45,7,Yes
5900,0.61,1922,5031,20100,51,5,Yes
4500,0.61,1178,2083,0,46,2,No
5100,0.61,1210,2321,41700,22,4,Yes
5200,0.61,1078,6679,53100,34,2,Yes
4000,0.61,485,2605,31000,19,1,Yes
8200,0.61,763,3077,25000,25,2,No
1500,0.61,727,2898,22500,27,8,No
1800,0.61,801,3353,19900,47,2,No
4900,0.61,4256,4969,14200,27,1,Yes
5400,0.61,6950,8692,36800,64,3,Yes
3500,0.61,1818,4155,52400,48,4,Yes
5200,0.61,4426,5331,39500,21,0,Yes
5200,0.61,672,3314,43400,39,8,Yes
2300,0.61,731,2899,0,31,2,No
2200,0.61,77,5766,28500,50,0,Yes
5300,0.61,670,1950,28100,33,3,Yes
1700,0.61,426,1880,15500,32,8,No
5000,0.61,856,5942,25700,45,8,Yes
3500,0.61,527,1381,33400,54,4,No
3300,0.61,690,4652,0,19,8,No
6100,0.61,2658,2888,21100,67,1,Yes
4400,0.61,1195,2207,28300,61,2,No
5500,0.61,3056,4222,13000,40,1,Yes
1800,0.61,1118,181,0,49,1,No
3200,0.61,1608,2409,0,52,7,No
1800,0.61,123,3485,28600,42,0,No
6100,0.61,5087,137,32300,40,0,Yes
9200,0.61,1030,5331,27900,39,0,Yes
2100,0.61,184,1839,18700,24,4,Yes
3100,0.61,3520,5484,12200,36,1,Yes
7500,0.61,1143,1332,29800,76,0,No
5100,0.61,1380,1641,23200,35,2,No
7700,0.61,4559,3012,33500,21,2,Yes
5100,0.61,239,6423,30900,56,1,Yes
3600,0.61,750,4810,43000,53,8,Yes
2700,0.61,2285,5134,26600,36,3,Yes
4100,0.61,899,4716,37700,59,8,Yes
3700,0.61,1558,5604,14400,40,8,Yes
6100,0.61,1600,2843,39300,23,3,Yes
6600,0.61,2711,6818,38200,39,1,Yes
4500,0.61,2584,7415,36700,35,8,Yes
4900,0.61,2606,2893,46200,47,1,Yes
4300,0.61,4444,490,46200,32,0,Yes
5700,0.61,5103,2318,61600,37,3,Yes
4200,0.61,834,1477,11600,37,3,No
3700,0.61,3947,3512,0,35,2,Yes
5100,0.61,2410,7169,39300,38,1,Yes
4200,0.61,1800,8985,14800,31,4,Yes
2500,0.61,601,615,31000,56,4,No
1400,0.61,4894,1030,57300,32,8,Yes
2700,0.61,939,1506,28600,39,5,Yes
2000,0.6,5558,3684,4400,41,3,Yes
3400,0.6,663,2335,37600,51,0,No
5600,0.6,3095,5046,33600,29,2,Yes
7300,0.6,2106,1187,42700,34,1,Yes
6900,0.6,2544,501,25500,50,1,Yes
4500,0.6,671,2959,35800,54,4,Yes
5500,0.6,4243,3705,58700,28,1,Yes
5500,0.6,768,5145,24200,40,2,Yes
3000,0.6,1206,1627,0,57,8,No
3600,0.6,4861,3837,27700,28,8,Yes
4900,0.6,6315,2986,43700,54,1,Yes
5100,0.6,4582,4462,39900,38,8,Yes
1400,0.6,791,870,11600,41,1,No
5400,0.6,4290,4120,28900,24,2,Yes
4000,0.6,3575,2479,33100,79,2,Yes
6500,0.6,4226,5669,45500,61,1,Yes
7000,0.6,4708,2311,56000,24,1,Yes
7300,0.6,2365,3731,58400,33,4,Yes
6500,0.6,1824,7001,15800,28,1,Yes
6100,0.6,615,1058,31600,18,8,No
6800,0.6,2888,1520,19900,45,8,Yes
5800,0.6,58,5992,28000,50,0,Yes
3600,0.6,1771,7201,27000,63,6,Yes
3600,0.6,1936,1880,17200,39,1,No
6100,0.6,1846,5839,17100,39,3,Yes
1600,0.6,827,1369,0,29,2,No
4100,0.6,812,2494,51300,67,2,Yes
1000,0.6,4528,3387,49900,59,3,Yes
5900,0.6,1950,2464,18200,39,2,No
4800,0.6,1837,1798,21000,58,4,No
4300,0.6,1159,3909,41300,23,8,Yes
6500,0.6,65,5207,46100,40,3,Yes
6100,0.6,1674,1572,17700,33,8,Yes
4600,0.6,1277,1587,24300,57,1,No
4100,0.6,2074,191,28000,30,4,No
8100,0.6,1249,7395,27100,48,4,Yes
5400,0.6,2221,1880,49800,36,5,Yes
2200,0.6,1978,2358,35600,47,0,No
4100,0.6,4089,1612,37800,24,4,Yes
4500,0.6,5404,5330,34900,21,2,Yes
3600,0.6,1387,3945,43100,18,3,Yes
7700,0.6,1921,4743,30300,72,1,Yes
3400,0.6,1017,2579,27400,46,3,No
5500,0.6,1701,1472,36800,27,0,Yes
11700,0.6,3159,1734,20200,47,5,Yes
3300,0.6,2605,4787,19200,49,2,Yes
5700,0.6,2470,5978,21500,54,1,Yes
2600,0.6,1643,3426,21700,45,8,Yes
6900,0.6,2978,6340,40600,32,8,Yes
5500,0.6,792,5715,42300,25,4,Yes
7300,0.6,2724,412,33600,51,4,Yes
1600,0.6,689,1915,46500,35,1,No
6200,0.6,1058,6602,58600,38,5,Yes
4800,0.6,2301,2752,42000,55,2,Yes
6800,0.6,3282,6576,34000,34,4,Yes
3800,0.6,817,1063,49800,42,7,No
2200,0.6,1706,8432,36200,38,4,Yes
7100,0.6,1184,2067,67200,56,8,Yes
3300,0.6,1353,1947,17200,42,2,No
4100,0.6,598,3256,58200,34,2,Yes
3100,0.6,2300,2231,78100,23,4,Yes
4100,0.6,515,2905,28500,38,2,No
3200,0.6,1382,1154,42300,33,3,No
5000,0.6,1350,1011,18900,42,1,Yes
5200,0.6,7844,2355,48700,65,1,Yes
3500,0.6,3321,8250,33000,28,4,Yes
3200,0.6,1952,1346,46800,53,3,Yes
5400,0.6,1783,2103,36700,54,8,Yes
4700,0.6,410,1208,19400,50,2,No
4400,0.6,2261,1437,54400,57,3,Yes
2200,0.6,459,1712,18900,39,8,No
4800,0.6,908,3960,26800,49,1,Yes
6300,0.6,918,4523,54200,21,6,Yes
4900,0.6,1489,5318,44700,41,2,Yes
5200,0.6,1602,5688,10800,28,2,Yes
2300,0.6,570,2691,43700,42,3,No
4000,0.6,4731,3596,54300,40,5,Yes
5300,0.6,4318,2145,21700,52,1,Yes
2300,0.6,1095,4356,51900,57,7,Yes
4000,0.6,902,3037,43100,26,5,Yes
3100,0.6,2557,5717,34600,31,8,Yes
4400,0.6,4620,543,36600,51,2,Yes
2200,0.6,348,3727,22400,39,8,No
3700,0.6,453,8177,50800,55,7,Yes
3000,0.6,753,3751,49200,61,2,No
7100,0.6,1199,1101,32600,63,6,No
5000,0.6,3974,5774,50100,58,4,Yes
2900,0.6,1234,3972,24900,36,7,No
2200,0.6,256,2929,31000,33,8,No
1400,0.6,1266,2015,24600,35,2,No
6700,0.6,4339,5229,14700,34,4,Yes
4400,0.6,1338,1756,27100,51,4,No
4000,0.6,2787,2206,45300,44,3,Yes
2700,0.6,2005,6757,37000,58,8,Yes
6000,0.6,3473,5016,44000,52,3,Yes
3400,0.6,359,1735,21500,58,0,No
3800,0.6,1124,6024,18400,27,5,Yes
4800,0.6,2778,6047,47100,20,2,Yes
7500,0.6,2935,5953,42600,54,2,Yes
5400,0.6,799,3575,19500,36,3,Yes
4800,0.6,3316,6293,40700,35,1,Yes
5400,0.6,1390,2691,25800,61,1,Yes
2800,0.6,254,1829,27000,57,3,No
5000,0.6,1460,7666,0,33,1,Yes
3900,0.6,1867,3010,34700,64,1,No
2900,0.6,1155,2263,50400,32,2,Yes
3100,0.6,1285,3131,28500,42,2,No
4900,0.6,2989,3655,19500,31,1,Yes
9200,0.6,2608,4882,43900,34,8,Yes
3500,0.6,1862,5634,17000,35,5,Yes
5000,0.6,1450,5054,24400,45,1,Yes
5500,0.6,383,977,32700,41,5,No
4500,0.6,416,2173,26300,51,8,No
3600,0.6,679,859,28000,48,1,No
4800,0.6,1556,7099,32800,34,1,Yes
4800,0.6,1456,9623,25100,24,4,Yes
7600,0.6,4944,7224,29800,36,1,Yes
7300,0.6,3045,4999,25200,59,3,Yes
2300,0.6,1625,2385,13600,37,7,No
7100,0.6,2837,4274,58700,19,1,Yes
1400,0.6,6494,6067,24200,51,7,Yes
4500,0.6,155,5570,49900,54,3,Yes
5400,0.6,4185,4178,40000,57,1,Yes
4100,0.6,4707,3014,40500,52,5,Yes
4300,0.6,666,3767,20200,28,8,No
3700,0.6,1884,6805,55100,24,1,Yes
2200,0.6,883,1334,26900,73,2,No
6100,0.6,1440,1469,22400,46,2,Yes
6500,0.6,5067,1119,12100,40,5,Yes
5600,0.6,777,2638,19400,23,1,Yes
1900,0.6,738,2171,29600,27,5,No
3900,0.6,1268,3972,25900,38,4,Yes
3400,0.6,1356,1281,28100,38,5,No
9200,0.6,1287,3737,41600,57,2,Yes
2700,0.6,1011,953,27000,25,1,No
2100,0.6,674,2416,24800,48,8,No
2500,0.6,973,2752,30800,63,3,No
5100,0.6,819,2970,33300,41,6,No
4000,0.6,801,1569,30900,64,1,No
700,0.6,1259,2923,41500,56,6,No
5400,0.6,2246,3246,5500,45,4,Yes
3200,0.6,1798,6036,36400,23,2,Yes
2500,0.6,3545,4025,35600,32,2,Yes
3900,0.6,829,5645,26100,20,6,Yes
5500,0.6,570,307,25200,27,8,Yes
5400,0.6,3334,1642,32200,25,7,Yes
5700,0.6,1126,1795,22500,46,6,No
2000,0.6,4870,2862,39600,43,1,Yes
2500,0.6,124,3444,25400,58,8,Yes
6600,0.6,4874,4449,34700,37,1,Yes
2900,0.6,1935,4665,30900,47,1,Yes
4500,0.6,1793,2663,14200,24,5,Yes
1800,0.6,1639,3386,27800,43,4,Yes
5200,0.6,2901,7806,17000,48,1,Yes
8400,0.6,3164,3331,50500,31,1,Yes
2000,0.6,2374,6254,59700,45,7,Yes
3000,0.6,4218,8998,26200,55,3,Yes
3200,0.6,1525,2847,53400,61,2,Yes
2000,0.6,1095,5034,42600,42,8,Yes
2800,0.6,808,5153,40500,24,3,Yes
3900,0.6,2156,5859,28800,71,4,Yes
5500,0.6,1833,1655,47000,19,4,No
6100,0.6,1635,1816,32500,46,0,Yes
5900,0.6,2282,2315,40600,35,3,Yes
3300,0.6,1712,519,81800,53,1,Yes
3000,0.6,1695,4412,34600,29,3,Yes
2700,0.6,3250,3431,40600,28,2,Yes
3200,0.6,164,28,0,28,1,No
4200,0.6,6352,3267,7300,49,2,Yes
2700,0.6,791,8494,51500,52,4,Yes
3000,0.6,1183,1539,26800,47,1,No
6500,0.6,4089,7512,40000,53,7,Yes
5300,0.6,1209,1349,37900,70,2,No
6500,0.6,1403,7852,36900,41,8,Yes
6300,0.6,4911,9513,21000,29,3,Yes
4700,0.6,1063,3117,30400,39,8,No
4000,0.6,3021,6964,40400,29,2,Yes
6400,0.6,2609,1955,38000,64,2,Yes
8800,0.6,1220,3271,38000,55,6,Yes
6300,0.6,1539,987,51200,48,2,Yes
7300,0.6,4068,7400,50600,48,4,Yes
4400,0.6,2092,3555,51600,46,1,Yes
4700,0.6,289,2401,30600,45,2,Yes
6000,0.6,4504,704,42300,59,8,Yes
5700,0.6,4007,3632,24600,52,8,Yes
5500,0.6,654,4736,55100,66,2,Yes
2800,0.6,2774,8666,6200,29,2,Yes
8900,0.6,886,8470,27700,57,3,Yes
6300,0.6,2358,4128,38400,30,7,Yes
6300,0.6,2203,1554,30500,59,8,Yes
5200,0.6,2591,4035,23200,40,5,Yes
8700,0.6,3340,6884,62600,40,3,Yes
8900,0.6,1555,4562,26100,43,1,Yes
5500,0.6,1833,5913,55800,46,1,Yes
2400,0.6,4191,6949,64100,42,6,Yes
6400,0.6,850,1238,19800,64,4,No
4800,0.6,1487,3669,14700,24,6,Yes
4700,0.6,1306,4268,34900,49,1,Yes
3100,0.6,553,4333,14200,30,2,No
3900,0.6,1986,1568,25700,28,1,No
5200,0.6,4593,3932,50300,54,2,Yes
5000,0.6,871,4391,34100,42,1,Yes
4500,0.6,3490,3638,0,37,4,Yes
8300,0.6,2808,4638,24100,59,7,Yes
2800,0.6,730,1650,22000,44,4,No
5400,0.6,730,2177,20500,62,2,No
4700,0.6,1472,2849,44000,22,2,Yes
6300,0.6,1097,6177,40700,56,2,Yes
8500,0.6,4058,4321,34800,19,3,Yes
6300,0.6,2881,6224,88100,26,3,Yes
6800,0.6,2465,1720,58100,46,8,Yes
6100,0.6,2371,5184,57500,18,4,Yes
2000,0.6,2138,7841,36400,28,5,Yes
2900,0.6,1206,1662,27300,54,3,No
6600,0.6,1482,5856,20100,36,2,Yes
2700,0.6,994,1120,12200,55,5,No
6500,0.6,1902,6069,52900,69,0,Yes
4600,0.6,1741,2138,0,38,4,No
7200,0.6,2594,6326,27900,53,6,Yes
3900,0.6,3541,5580,47900,57,1,Yes
1500,0.6,1538,1314,24600,18,2,No
6000,0.6,5653,3151,14500,29,2,Yes
2700,0.6,1043,2642,27600,70,5,No
4300,0.6,1153,4318,58700,42,1,Yes
4200,0.6,1278,923,34200,30,6,No
4900,0.6,1307,1584,22200,24,4,No
2200,0.6,1396,2643,36700,36,2,No
5100,0.6,1852,1513,0,54,4,No
2800,0.6,1794,1658,25500,40,8,Yes
4800,0.6,455,1692,27500,60,5,No
3500,0.6,704,8991,30700,43,2,Yes
2600,0.6,3794,6786,19100,44,4,Yes
3100,0.6,122,12,15700,48,6,No
5300,0.6,3018,2422,35000,43,2,Yes
7300,0.6,3656,753,20500,56,0,Yes
6000,0.6,2775,7585,18000,34,1,Yes
3000,0.6,1394,3154,27800,40,2,No
2800,0.6,3993,2582,57800,42,8,Yes
4000,0.6,813,1697,0,40,6,No
6700,0.6,2647,4246,50600,56,8,Yes
8000,0.6,1149,5553,7300,32,1,Yes
2800,0.6,2683,935,37600,36,3,Yes
3500,0.6,2646,7803,0,52,8,Yes
4200,0.6,1428,5069,59800,48,1,Yes
5000,0.6,1565,1246,56300,55,3,Yes
3900,0.6,1092,1556,15500,56,2,No
4400,0.6,3301,3781,39900,58,1,Yes
6200,0.6,2869,3613,50100,57,3,Yes
5800,0.6,2797,4241,41000,59,4,Yes
4500,0.6,2473,1194,40400,42,2,Yes
4500,0.6,2086,1659,26500,78,1,Yes
4900,0.6,61,4972,33000,63,8,Yes
4500,0.6,551,7648,59100,56,0,Yes
3400,0.6,391,3242,26900,45,3,No
4900,0.6,601,1692,33300,55,2,No
5400,0.6,903,2383,0,33,8,No
4200,0.6,3466,5787,24900,40,2,Yes
4700,0.6,1909,1781,0,29,1,No
6800,0.6,1252,1137,37400,44,3,No
2400,0.6,900,3883,32400,50,7,No
4400,0.6,2281,4440,38000,51,2,Yes
5800,0.6,3054,7637,34400,45,6,Yes
7900,0.6,1256,4563,11200,20,0,Yes
4900,0.6,1153,5150,18300,42,1,Yes
3300,0.6,3351,4148,32100,23,2,Yes
5900,0.6,2338,1939,57300,26,5,Yes
3900,0.6,4095,4103,2600,48,8,Yes
5600,0.6,4034,6080,20200,52,2,Yes
2900,0.6,1000,2095,13500,50,5,No
4600,0.6,5144,3266,37800,32,6,Yes
3400,0.6,1724,1597,29200,36,1,No
1800,0.6,334,5418,28000,42,0,Yes
4700,0.6,2620,4416,43700,48,8,Yes
3800,0.6,723,968,8500,69,6,No
6200,0.6,1174,3388,11000,29,1,Yes
4800,0.6,1496,3404,43700,31,8,Yes
3300,0.6,1330,1076,27000,50,5,No
5000,0.6,2564,5720,46900,32,2,Yes
4100,0.6,2764,2603,66000,52,1,Yes
4100,0.6,4357,3410,26800,43,3,Yes
4800,0.6,4027,5102,7900,38,3,Yes
3200,0.6,966,1915,28500,46,3,Yes
3500,0.6,1237,4665,0,30,1,No
8000,0.6,2672,3126,61200,49,5,Yes
7800,0.6,2532,7437,42500,40,1,Yes
7200,0.6,1884,223,45300,35,6,Yes
4100,0.6,4164,7542,57600,37,2,Yes
5800,0.6,1175,1800,9300,52,2,No
3000,0.6,1789,935,42300,25,2,No
2400,0.6,2010,4501,6100,57,1,Yes
3600,0.6,1058,1454,26800,25,6,Yes
1800,0.6,1598,3855,31100,35,2,Yes
8600,0.6,76,4950,5000,33,3,Yes
5500,0.6,384,1311,25900,54,8,No
3900,0.6,2047,9562,47000,20,1,Yes
3100,0.6,2066,3648,43800,51,7,Yes
4200,0.6,1549,2396,40100,36,5,Yes
800,0.6,1314,1754,18000,40,8,No
4800,0.6,3457,7697,20600,47,3,Yes
2700,0.6,624,1904,28800,50,7,Yes
3000,0.6,3272,4679,28300,32,1,Yes
6000,0.6,2898,6056,30100,43,2,Yes
2300,0.6,5302,5777,31200,68,4,Yes
3900,0.6,2718,2041,46400,39,3,Yes
4100,0.6,1610,5395,22400,30,1,Yes
2200,0.6,1368,1112,25500,31,8,No
5000,0.6,3905,2701,51800,55,5,Yes
3600,0.6,3499,2591,41200,41,8,Yes
3800,0.6,468,9205,23700,22,2,Yes
5500,0.6,1413,4488,27200,37,8,Yes
5100,0.6,3665,2518,30900,24,8,Yes
2700,0.6,2071,6699,18900,61,8,Yes
4400,0.6,42,2387,33000,45,8,No
4600,0.6,943,2818,22300,45,8,No
5100,0.6,4390,7016,32000,46,1,Yes
4600,0.6,1774,2544,29600,62,8,No
5700,0.6,3548,3176,29300,44,3,Yes
6700,0.6,1043,5891,35700,39,6,Yes
1900,0.6,1045,597,30600,37,3,No
4900,0.6,460,4297,26600,53,3,Yes
3700,0.6,1994,6846,60100,28,6,Yes
9100,0.6,3457,4358,22700,32,1,Yes
2300,0.6,1630,1763,0,30,8,No
6900,0.6,2788,4535,13600,43,5,Yes
4900,0.6,5837,4753,23100,26,2,Yes
5900,0.6,2868,3521,10800,27,1,Yes
3100,0.6,2190,2651,35000,26,8,Yes
2400,0.6,507,2190,10600,46,2,No
6100,0.6,1167,7953,40600,41,3,Yes
6700,0.6,1226,3652,28700,30,1,No
5700,0.6,2261,1239,18100,31,1,Yes
6100,0.6,76,3220,32700,47,5,No
5000,0.6,1484,1715,20300,21,8,No
6700,0.6,1184,3421,17000,51,1,Yes
4100,0.6,4899,5748,26300,45,5,Yes
7000,0.6,3687,1587,51400,54,3,Yes
8400,0.6,5213,306,13000,59,7,Yes
4800,0.6,4371,4774,20100,43,2,Yes
5300,0.6,950,3591,31400,26,3,Yes
2500,0.6,795,6897,43900,53,2,Yes
8800,0.6,3348,4557,16700,28,5,Yes
5900,0.6,2152,4815,44800,29,6,Yes
3600,0.6,1350,2152,37500,29,4,No
4400,0.6,74,2400,29400,37,3,No
6800,0.6,2299,3310,0,32,3,Yes
2800,0.6,3620,912,26200,45,8,Yes
4300,0.6,3465,4986,31500,67,3,Yes
4500,0.6,980,2385,54500,50,1,Yes
5800,0.6,1587,8329,44300,41,2,Yes
7600,0.6,646,6580,37000,32,3,Yes
5600,0.6,1790,1875,34000,31,2,Yes
4300,0.6,1836,2547,29000,43,5,No
5200,0.6,456,2441,40900,22,1,No
7100,0.6,2362,3392,45400,42,0,Yes
4800,0.6,520,632,29100,48,4,No
5600,0.6,2008,1617,20300,23,8,Yes
6200,0.6,3922,2562,20100,26,1,Yes
2700,0.6,1503,1051,24200,38,5,No
1500,0.6,985,2237,0,27,2,No
7500,0.6,1149,4550,53000,30,3,Yes
2900,0.6,1454,1372,30700,36,6,No
2800,0.6,567,8754,29300,47,1,Yes
6200,0.6,785,4789,31100,33,3,Yes
800,0.6,1280,1559,28100,59,1,No
7100,0.6,3794,821,39200,46,6,Yes
4500,0.6,3058,2948,9100,48,5,Yes
4500,0.6,2059,5568,19600,45,0,Yes
2900,0.6,1575,477,32400,76,3,No
5900,0.6,946,4159,40100,41,2,Yes
4100,0.6,1589,4245,50100,54,3,Yes
1900,0.6,353,4461,41400,47,3,Yes
5100,0.6,2083,6246,2100,30,2,Yes
4600,0.6,860,5291,21000,34,1,Yes
5000,0.6,3573,3949,39600,32,5,Yes
6600,0.6,2999,2162,27800,68,1,Yes
5600,0.6,3909,9911,17600,40,4,Yes
6000,0.6,3390,5053,8100,52,1,Yes
6800,0.6,5136,4305,41500,54,3,Yes
1500,0.6,1627,9257,39900,39,2,Yes
3100,0.6,3564,10926,50500,39,1,Yes
4600,0.6,4760,952,12900,23,8,Yes
1300,0.6,1178,1760,10400,46,3,No
6800,0.6,1245,1191,23300,22,2,Yes
2900,0.6,2162,2534,7400,53,4,No
6900,0.6,1154,5498,76000,54,2,Yes
5100,0.6,1879,4314,50800,71,2,Yes
2000,0.6,2548,9661,31600,29,7,Yes
6100,0.6,4552,1040,49200,48,1,Yes
2600,0.6,2654,3611,27700,36,3,Yes
7600,0.6,1115,2495,11500,54,3,No
3800,0.6,1704,1539,33200,40,3,Yes
3300,0.6,324,6428,31800,24,2,Yes
4200,0.6,1655,1539,65900,51,2,Yes
4500,0.6,1498,6764,4300,41,1,Yes
4900,0.6,4667,1211,22400,34,2,Yes
8400,0.6,881,3747,39200,20,1,Yes
3500,0.6,2729,1032,35700,55,5,Yes
5000,0.6,433,2670,31000,45,2,No
6000,0.6,4830,4636,30300,48,1,Yes
3200,0.6,1129,3391,0,41,2,No
2500,0.6,1157,3972,24600,31,3,No
7600,0.6,886,4475,18400,53,1,No
7200,0.6,1285,7680,10400,45,8,Yes
4300,0.6,0,3078,7100,64,2,No
5900,0.6,3343,2543,40900,46,2,Yes
5500,0.6,3229,3405,51800,58,6,Yes
3600,0.6,3099,4403,31800,50,3,Yes
2900,0.6,2202,4543,34900,46,2,Yes
7200,0.6,1069,7373,32300,34,8,Yes
1200,0.6,2988,4159,38900,43,7,Yes
8600,0.6,3258,4824,3700,58,3,Yes
5800,0.59,1412,4515,47300,33,2,Yes
2600,0.59,1177,1869,16300,46,1,No
5100,0.59,3431,1929,22500,38,1,Yes
4800,0.59,2904,2193,0,26,4,Yes
6500,0.59,5233,5081,34200,38,6,Yes
3900,0.59,1714,3614,46000,66,6,Yes
6200,0.59,2374,6503,26800,45,1,Yes
1900,0.59,922,3371,0,45,2,No
3700,0.59,1426,2720,30100,42,4,No
3600,0.59,3907,3433,29600,66,4,Yes
4400,0.59,1814,871,39100,42,3,Yes
3700,0.59,305,5204,47500,73,4,Yes
3500,0.59,159,5863,57500,43,4,Yes
4100,0.59,2264,4980,0,38,2,Yes
4900,0.59,122,6738,16600,29,6,Yes
6500,0.59,5875,6881,30800,50,2,Yes
3500,0.59,5474,4563,26900,43,1,Yes
3600,0.59,5660,2862,26500,25,1,Yes
7100,0.59,1921,8443,35700,33,8,Yes
2900,0.59,3012,1548,44800,33,2,Yes
4000,0.59,4510,2897,14100,33,1,Yes
6900,0.59,1946,3979,25300,44,3,Yes
4200,0.59,1011,4909,14100,48,1,Yes
6200,0.59,1310,4967,64000,24,0,Yes
6800,0.59,3008,2995,14700,42,3,Yes
900,0.59,1970,1998,24000,47,8,No
3000,0.59,1336,4289,48300,44,1,Yes
3200,0.59,2059,4559,21000,40,7,Yes
3200,0.59,1524,3642,42900,18,2,No
2000,0.59,980,1822,23600,28,2,No
2700,0.59,360,2236,0,52,6,No
6000,0.59,1445,7735,59500,29,8,Yes
6600,0.59,1861,1185,36200,31,8,No
5400,0.59,631,123,23400,54,1,No
3200,0.59,340,10827,36500,39,2,Yes
8600,0.59,3076,5983,53700,38,2,Yes
3900,0.59,607,2523,36700,42,1,Yes
6800,0.59,1250,4738,31100,27,8,Yes
8200,0.59,3277,5613,33100,59,8,Yes
8500,0.59,11,895,18100,37,2,No
6100,0.59,3528,5639,28800,47,5,Yes
6700,0.59,349,1841,0,40,3,No
3100,0.59,3750,4632,41200,24,6,Yes
7600,0.59,1934,5576,52300,30,1,Yes
4800,0.59,3082,8380,50700,75,0,Yes
3700,0.59,3958,4694,48900,43,3,Yes
5300,0.59,1167,6404,23200,35,1,Yes
5900,0.59,1981,6439,11500,51,1,Yes
3200,0.59,941,1642,21700,42,8,No
2500,0.59,485,1281,29800,45,8,No
3300,0.59,1557,3154,30000,62,5,No
3800,0.59,4404,3054,34000,75,0,Yes
2200,0.59,1830,1083,27900,58,5,No
2300,0.59,1043,2331,18400,69,8,No
6100,0.59,5856,4861,45900,40,8,Yes
2400,0.59,2810,8527,39300,23,3,Yes
5700,0.59,3362,5193,46900,19,0,Yes
